timestamp,module,worker_id,search_status,mfs,mfs_id,path_from,path_to,check_local,check_remote,dist_type,save_way,min_dist,failcode
2025.02.06 07:52:02.047,MF1,G42175985,failed,1,1847391,1631,1726,63,8,0,true,0,-2
2025.02.06 07:52:05.328,MF1,G42176102,failed,1,1847391,1720,1726,63,8,0,true,0,-2
2025.02.06 07:53:13.275,MF1,G42179000,failed,1,1847327,1300,103006,63,8,0,true,0,-2
2025.02.06 07:53:24.386,MF1,G42179483,failed,1,1847297,1631,1716,63,8,0,true,0,-2
2025.02.06 07:53:32.136,MF1,G42179725,failed,1,1847297,1710,1716,63,8,0,true,0,-2
2025.02.06 07:53:32.152,MF1,G42179728,failed,1,1847403,1631,1726,63,8,0,true,0,-2
2025.02.06 07:53:33.605,MF1,G42179799,failed,1,1847328,1300,103005,63,8,0,true,0,-2
2025.02.06 07:53:37.402,MF1,G42179993,failed,1,1847403,1720,1726,63,8,0,true,0,-2
2025.02.06 07:53:38.106,MF1,G42180032,failed,1,1847340,1200,102003,63,8,0,true,0,-2
2025.02.06 07:54:40.042,MF1,G42182806,failed,1,1847352,1631,1716,63,8,0,true,0,-2
2025.02.06 07:54:43.824,MF1,G42183061,failed,1,1847352,1710,1716,63,8,0,true,0,-2
2025.02.06 07:54:47.176,MF1,G42183251,failed,1,1847343,1300,103006,63,8,0,true,0,-2
2025.02.06 07:55:05.747,MF1,G42183882,failed,1,1847357,1631,1716,63,8,0,true,0,-2
2025.02.06 07:55:07.325,MF1,G42183975,failed,1,1847357,1710,1716,63,8,0,true,0,-2
2025.02.06 07:56:13.217,MF1,G42185724,failed,1,1847295,1631,1716,63,8,0,true,0,-2
2025.02.06 07:56:13.263,MF1,G42185727,failed,1,1847295,1710,1716,63,8,0,true,0,-2
2025.02.06 07:56:13.326,MF1,G42185729,failed,1,1847334,1631,1716,63,8,0,true,0,-2
2025.02.06 07:56:13.342,MF1,G42185730,failed,1,1847334,1710,1716,63,8,0,true,0,-2
2025.02.06 07:56:24.271,MF1,G42186288,failed,1,1847376,1631,1716,63,8,0,true,0,-2
2025.02.06 07:56:28.053,MF1,G42186467,failed,1,1847376,1710,1716,63,8,0,true,0,-2
2025.02.06 07:56:34.026,MF1,G42186774,failed,1,1847416,1740,1746,63,8,0,true,0,-2
2025.02.06 07:56:39.136,MF1,G42187033,failed,1,1847417,1740,1746,63,8,0,true,0,-2
2025.02.06 07:56:48.595,MF1,G42187519,failed,1,1847371,1631,1057,63,8,0,true,0,-2
2025.02.06 07:57:16.013,MF1,G42188823,failed,1,1847314,1631,1716,63,8,0,true,0,-2
2025.02.06 07:57:19.826,MF1,G42189016,failed,1,1847314,1710,1716,63,8,0,true,0,-2
2025.02.06 07:57:20.544,MF1,G42189070,failed,1,1847419,1100,101002,63,8,0,true,0,-2
2025.02.06 07:57:28.889,MF1,G42189486,failed,1,1847418,1300,103006,63,8,0,true,0,-2
2025.02.06 07:57:29.595,MF1,G42189529,failed,1,1847420,1100,101001,63,8,0,true,0,-2
2025.02.06 07:57:42.819,MF1,G42190153,failed,1,1847421,1100,101002,63,8,0,true,0,-2
2025.02.06 07:57:43.819,MF1,G42190201,failed,1,1847371,1200,102004,63,8,0,true,0,-2
2025.02.06 07:58:07.138,MF1,G42190819,failed,1,1847397,1631,1726,63,8,0,true,0,-2
2025.02.06 07:58:14.033,MF1,G42191139,failed,1,1847397,1720,1726,63,8,0,true,0,-2
2025.02.06 07:58:18.315,MF1,G42191335,failed,1,1847296,1631,1716,63,8,0,true,0,-2
2025.02.06 07:58:22.206,MF1,G42191476,failed,1,1847296,1710,1716,63,8,0,true,0,-2
2025.02.06 07:59:46.995,MF1,G42195026,failed,1,1847352,1300,103006,63,8,0,true,0,-2
2025.02.06 07:59:56.420,MF1,G42195430,failed,1,1847357,1200,102003,63,8,0,true,0,-2
